Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
Rousettus amplexicaudatus,rousettus bat coronavirus hku9,58083,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus amplexicaudatus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,8,1,,,,,"KX284910, KX284913, KX284914"
Rousettus leschenaultii,predict_cov-22,9408,,TRUE,FALSE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
Rousettus leschenaultii,rousettus bat coronavirus hku9,9408,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2011,8,1,,,,,KX284909
Rousettus leschenaultii,rousettus bat coronavirus hku9,9408,694006,TRUE,TRUE,FALSE,Rousettus,Pteropodidae,chiroptera,Mammalia,Rousettus leschenaultii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2017,8,1,,,,,
Scotophilus dinganii,eidolon bat coronavirus/kenya/ky24/2006,258952,983924,TRUE,TRUE,FALSE,Scotophilus,Vespertilionidae,chiroptera,Mammalia,Scotophilus dinganii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,7,1,,,,,"KX285002, KX285003"
Scotophilus leucogaster,kenya bat coronavirus/btky56/btky55,249034,2042604,TRUE,TRUE,FALSE,Scotophilus,Vespertilionidae,chiroptera,Mammalia,Scotophilus leucogaster,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Kenya bat coronavirus/BtKY56/BtKY55,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,7,1,,,,,"KX285000, KX285001"
Triaenops persicus,eidolon bat coronavirus/kenya/ky24/2006,329870,983924,TRUE,TRUE,FALSE,Triaenops,Rhinonycteridae,chiroptera,Mammalia,Triaenops persicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Eidolon bat coronavirus,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,6,1,,,,,"KX285226, KX285228, KX285236, KX285996, KX285998"
Tylonycteris pachypus,predict_cov-86,258959,,TRUE,FALSE,FALSE,Tylonycteris,Vespertilionidae,chiroptera,Mammalia,Tylonycteris pachypus,betacoronavirus,coronaviridae,nidovirales,,PREDICT_CoV-86,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2016,8,1,,,,,
Tylonycteris pachypus,tylonycteris bat coronavirus hku4,258959,694007,TRUE,TRUE,FALSE,Tylonycteris,Vespertilionidae,chiroptera,Mammalia,Tylonycteris pachypus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU4,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2012,11,1,,,,,"KX285157, KX285158, KX285159, KX285160, KX285161, KX285162, KX285163, KX285164, KX285165, KX285166, KX285167"
Vespertilio sinensis,middle east respiratory syndrome-related coronavirus,105273,1335626,TRUE,TRUE,FALSE,Vespertilio,Vespertilionidae,chiroptera,Mammalia,Vespertilio sinensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of BtVs-BetaCoV/SC2013,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021,3,9,2013,6,1,,,,,KX285223
acerodon celebensis,betacoronavirus rousetti,58057,3418615,TRUE,TRUE,TRUE,acerodon,pteropodidae,chiroptera,mammalia,Acerodon celebensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,29,2018,1,19,,,2022-05-29,2018-01-19,MT064734.1
artibeus jamaicensis,bat betacoronavirus,9417,1805463,TRUE,TRUE,FALSE,artibeus,phyllostomidae,chiroptera,mammalia,Artibeus jamaicensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,8,14,2015,2,16,,,2024-08-14,2015-02-16,PQ115128.1
artibeus jamaicensis,bat betacoronavirus,9417,1805463,TRUE,TRUE,FALSE,artibeus,phyllostomidae,chiroptera,mammalia,Artibeus jamaicensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,5,2023,6,20,,,2025-08-05,2023-06-20,"PV975110.1, PV975111.1"
artibeus planirostris,bat betacoronavirus,40230,1805463,TRUE,TRUE,FALSE,artibeus,phyllostomidae,chiroptera,mammalia,Artibeus planirostris,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,5,20,2022,3,18,,,2024-05-20,2022-03-18,OR805824.1
aselliscus stoliczkanus,betacoronavirus pandemicum,188568,3418604,TRUE,TRUE,TRUE,aselliscus,hipposideridae,chiroptera,mammalia,Aselliscus stoliczkanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,1,2014,5,12,,,2017-11-01,2014-05-12,KY417142.1
aselliscus stoliczkanus,betacoronavirus pandemicum,188568,3418604,TRUE,TRUE,TRUE,aselliscus,hipposideridae,chiroptera,mammalia,Aselliscus stoliczkanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312601.1, MN312603.1, MN312607.1"
cnephaeus japonensis,merbecovirus sp.,3371014,2832974,TRUE,TRUE,FALSE,cnephaeus,vespertilionidae,chiroptera,mammalia,Eptesicus japonensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Merbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,11,3,2015,7,4,,,2022-11-03,2015-07-04,LC663783.1
cnephaeus japonensis,merbecovirus sp.,3371014,2832974,TRUE,TRUE,FALSE,cnephaeus,vespertilionidae,chiroptera,mammalia,Eptesicus japonensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Merbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,9,21,2016,7,,,,2022-09-21,2016-07,LC706865.1
cnephaeus nilssonii,bat betacoronavirus,3371016,1805463,TRUE,TRUE,FALSE,cnephaeus,vespertilionidae,chiroptera,mammalia,Eptesicus nilssonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,10,16,2014,7,25,,,2018-10-16,2014-07-25,MG923570.1
cnephaeus serotinus,merbecovirus sp.,3371021,2832974,TRUE,TRUE,FALSE,cnephaeus,vespertilionidae,chiroptera,mammalia,Eptesicus serotinus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Merbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2020,5,,,,2021-09-22,2020-05,OK017772.1
cynopterus brachyotis,bat betacoronavirus,58060,1805463,TRUE,TRUE,FALSE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus brachyotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,11,15,2018,11,16,,,2020-11-15,2018-11-16,"MT467447.1, MT467448.1, MT467449.1, MT467450.1, MT467451.1, MT467452.1, MT467453.1"
cynopterus sp.,betacoronavirus sp.,1898386,1928434,TRUE,TRUE,FALSE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus sp.,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,12,20,,,,,,2016-12-20,,"KY010640.1, KY010641.1, KY010642.1"
cynopterus sphinx,bat betacoronavirus,9400,1805463,TRUE,TRUE,FALSE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus sphinx,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312827.1, MN312828.1, MN312836.1, MN312837.1, MN312838.1, MN312839.1, MN312840.1, MN312841.1"
cynopterus sphinx,betacoronavirus sp.,9400,1928434,TRUE,TRUE,FALSE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus sphinx,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,12,20,,,,,,2016-12-20,,KY010639.1
cynopterus sphinx,betacoronavirus tylonycteridis,9400,3433776,TRUE,TRUE,TRUE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus sphinx,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus tylonycteridis,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,MN312674.1
eidolon dupreanum,eidolon dupreanum nobecovirus,58063,2913442,TRUE,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon dupreanum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Eidolon dupreanum nobecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,2,5,2019,1,6,,,2022-02-05,2019-01-06,OK020086.1
eidolon helvum,bat betacoronavirus,77214,1805463,TRUE,TRUE,FALSE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,4,20,2011,,,,,2016-04-20,2011,"KU131210.1, KU131211.1, KU131212.1, KU131213.1, KU131214.1, KU131215.1"
eidolon helvum,betacoronavirus eidoli,77214,3418614,TRUE,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus eidoli,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,6,24,2013,12,,,,2018-06-24,2013-12,MG693168.1
eidolon helvum,betacoronavirus gravedinis,77214,3433757,TRUE,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus gravedinis,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,1,2016,12,29,,,2022-05-01,2016-12-29,ON313745.1
eidolon helvum,betacoronavirus gravedinis,77214,3433757,TRUE,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus gravedinis,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,1,2016,12,30,,,2022-05-01,2016-12-30,ON313746.1
eidolon helvum,betacoronavirus rousetti,77214,3418615,TRUE,TRUE,TRUE,eidolon,pteropodidae,chiroptera,mammalia,Eidolon helvum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2012,9,9,,,2017-11-14,2012-09-09,KX284961.1
eonycteris spelaea,bat betacoronavirus,58065,1805463,TRUE,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,9,27,2013,,,,,2016-09-27,2013,"KX452686.1, KX452687.1, KX452688.1, KX452689.1"
eonycteris spelaea,betacoronavirus cororeum,58065,3418613,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus cororeum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,6,2016,10,,,,2020-06-06,2016-10,MT350598.1
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,12,20,,,,,,2016-12-20,,"KY010633.1, KY010636.1, KY010637.1"
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2011,8,2,,,2017-11-14,2011-08-02,KX284908.1
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2011,8,6,,,2017-11-14,2011-08-06,"KX284911.1, KX284912.1"
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2012,1,7,,,2017-11-14,2012-01-07,KX284919.1
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2012,2,1,,,2017-11-14,2012-02-01,KX284932.1
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312616.1, MN312619.1, MN312666.1, MN312668.1, MN312669.1, MN312670.1"
eonycteris spelaea,betacoronavirus rousetti,58065,3418615,TRUE,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus rousetti,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,24,2012,2,1,,,2022-05-24,2012-02-01,MW300915.1
eonycteris spelaea,betacoronavirus sp.,58065,1928434,TRUE,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2016,12,20,,,,,,2016-12-20,,KY010638.1
eonycteris spelaea,betacoronavirus sp.,58065,1928434,TRUE,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,11,26,,,2025-07-01,2020-11-26,"PP150837.1, PP150838.1"
eonycteris spelaea,nobecovirus sp.,58065,2833022,TRUE,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Nobecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2016,5,,,,2021-09-22,2016-05,OK017778.1
eonycteris spelaea,nobecovirus sp.,58065,2833022,TRUE,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Nobecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2020,6,,,,2021-09-22,2020-06,"OK017776.1, OK017777.1"
epomophorus pusillus,betacoronavirus gravedinis,2853157,3433757,TRUE,TRUE,TRUE,epomophorus,pteropodidae,chiroptera,mammalia,Epomophorus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus gravedinis,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,1,2015,8,26,,,2022-05-01,2015-08-26,ON313743.1
epomophorus wahlbergi,nobecovirus sp.,58067,2833022,TRUE,TRUE,FALSE,epomophorus,pteropodidae,chiroptera,mammalia,Epomophorus wahlbergi,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Nobecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,5,9,2023,8,22,,,2025-05-09,2023-08-22,PQ179293.1
glossophaga leachii,bat betacoronavirus,177160,1805463,TRUE,TRUE,FALSE,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga leachii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,8,14,2015,2,17,,,2024-08-14,2015-02-17,PQ115129.1
hipposideros abae,betacoronavirus sp.,249020,1928434,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros abae,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,9,4,2011,,,,,2023-09-04,2011,"OR482957.1, OR482961.1, OR482963.1"
hipposideros armiger,bat betacoronavirus,186990,1805463,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312817.1, MN312861.1"
hipposideros armiger,bat betacoronavirus,186991,1805463,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros terasensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,MN312860.1
hipposideros armiger,betacoronavirus pandemicum,186990,3418604,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,3,12,,,2017-11-14,2013-03-12,"KX285135.1, KX285136.1"
hipposideros armiger,betacoronavirus pandemicum,186990,3418604,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312598.1, MN312856.1"
hipposideros armiger,betacoronavirus pandemicum,186991,3418604,TRUE,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger terasensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,5,14,2021,10,11,,,2024-05-14,2021-10-11,PP768625.1
hipposideros armiger,betacoronavirus sp.,186990,1928434,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,10,1,,,2025-07-01,2020-10-01,PP150834.1
hipposideros armiger,betacoronavirus sp.,186990,1928434,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,1,2020,9,24,,,2025-07-01,2020-09-24,PP150833.1
hipposideros armiger,vespertilionid betacoronavirus,186990,2042701,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Vespertilionid betacoronavirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2017,11,14,2013,7,28,,,2017-11-14,2013-07-28,KX285185.1
hipposideros cf. ruber,betacoronavirus sp.,1536428,1928434,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros cf. ruber,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,TRUE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,9,4,2010,,,,,2023-09-04,2010,"OR482956.1, OR482964.1"
hipposideros cf. ruber,betacoronavirus sp.,1536428,1928434,TRUE,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros cf. ruber,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,TRUE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,9,4,2011,,,,,2023-09-04,2011,"OR482958.1, OR482959.1, OR482960.1, OR482962.1, OR482965.1"
